Name,Author,Rating,Review
Hunaudaye Castle,Carol Ramsell,5,Lovely place with drawbridge intact! Good picnic areas as well...overlooking either the lake and moat or marvellous open land with trees and many birds of prey 😋😋
Hunaudaye Castle,S O'Reilly,1,Very disappointed. Arrived having driven over 1hr to get here. Their credit card machine was not working so we were turned away 😬 as we had no cash on us.  We moved to Central Brittany a year ago and had researched the castle and were looking forward to our visit. Thankfully there are many other places to visit in Brittany.
Hunaudaye Castle,M Gowen,5,"A really unexpected surprise. We visited this place on a drizzly day not expecting much more than a little walk around a ruin. From the very courteous lady in the shop, to the visible care they'd put into the different rooms in the tower, to the truly astonishing spiral staircase (worth the entrance fee in itself), we had a really nice 90 minute visit."
Hunaudaye Castle,Ewan Scobie,4,"A beautiful castle with stunning views, the exhibits are interesting and there's is loads to explore! The highest tower isn't for those who fear hights !"
Château de Vaux-le-Vicomte,Oksana Sukhenko,5,There is a lot of decor elements in very good condition. The interior light also creats a magic atmosphere of XVIII century. The audio guide is a good accompaniment to the visit and it's not boring at all. However the most impressive part is a kitchen of the chateau. There is also restaurant and bar zone on the chateau area. Highly recommended to plan your visit for candles night pick nick during summer time.
Château de Vaux-le-Vicomte,Olivia,5,"How there are not more visitors at this chateau is completely beyond me, it is unquestionably superior to so many of the larger chateaus that receive more visitors. It is such a marvel of architecture and the way it compliments the gardens is perfection. The inside of the house is full of history with a good tour.  A walk to the Hercules statue is an absolute must and not too far. The view from the statue down over the chateau is incredible and really gives perspective.  The little kiosk outside does lovely crepes as well!"
Château de Vaux-le-Vicomte,Barbara H,5,"Beautiful house with a fascinating but sad history. A lot of passion went into planning this house and gardens. We spent an extra 5 euros to go up to the dome where we could look out. I recommend this if you are agile. The spiral staircase to the top is narrow. My mom is 85 and she did it, though. Spectacular views at the top."
Château de Vaux-le-Vicomte,John Simons,4,Beautiful private owned  Chateau . We arrived about 7pm for a candle lit fireworks display. We were on our way back  from Fontainebleau so we were a bit worn out to be honest . Worth a visit but long wait till 11pm for fireworks display.
Château de Vaux-le-Vicomte,Suzanne Paul,5,"Superb in every way. Well organised, a well designed, self-guided tour of the chateau and gardens. Fascinating details of the genesis of the gardens and the collaboration of three fine artists in their fields of design and art to realise this monumental masterpiece. Cafes serving excellent food and an Aladdin's cave of goods for sale in the gift shop."
Château Royal de Blois,Sasha,5,"Wonderful!  Simply exceptional, first of all because of its beauty, very well preserved and converved and I am grateful for that, but also for the multitude of exhibits inside the castle.  It is incredible to get to know the lives of these people who made a living not only from books but also by visiting the places where they lived.  It is an interesting place for adults and children"
Château Royal de Blois,Richard Bastien,5,Interesting castle. Interesting to see and understand all the changes done to the building and the architecture trough the age. This castle has been the central scene of an important turning point in the French history at the end of the XVIth century in the struggle between Catholics and Protestants. One of ours room is dedicated to this event. The visit with the interactive tablet is just perfect.
Château Royal de Blois,Margaret Pooh,4,"With a very unique design of spiral shape staircases and a combination of four different kind of construction styles from different times, the chateau presents a lovely looking. Parking there can make you headache. The underground parking lot is recommended. But do remember your slots and the exit you use. I got lost there😂 after the chateau, the royal garden is another nice place to visit. On a sunny day, with a few friends and probably your dog, definitely a nice little walk will make the day better!"
Château Royal de Blois,icegini,4,A very big and beautiful chateau where you can wander through the different rooms see the beautiful decorations. Also the architectural part is really amazing.
Château Royal de Blois,Ian Walshaw,5,An excellent former Royal chateau overlooking the town of Blois and the Loire River. Plenty to see giving good value for the admission price. Some younger people may not find it particularly interesting unless they are studying French history (back stories of the French monarchy for the less well educated)
Royal Castle of Collioure,Matt T,4,"Castel Royale is an incredibly well preserved piece of history with so much to explore. The views across Collioure are incredible.  It’s priced really well (€14 for a family of four). It to us 2-3 hours to get round with a free map/guide provided in multiple languages. The toilets are clean and free.  The only negative is that there is very little on show within the castle, most of the rooms are bare, so there is little to look at or read. There is also no cafe."
Royal Castle of Collioure,Henrik Haugberg,4,"In interesting and exciting surroundings on historical grounds, but in many of the rooms there is only empty space and not even information about what the room was used for or when it was built. There is potential to improve the experience for visitors."
Royal Castle of Collioure,Jo Hobday,5,"Beautiful place to visit, especially the view (and breeze) from the top. Children loved it, a particular like were the, what looked like, coloured glass windows."
Royal Castle of Collioure,Adrian Somerville,5,Amazing place! We visited from Australia! So much history and great views from the top! Highly recommended!
Royal Castle of Collioure,Sky Cooke-Roberts,5,Such a beautiful and historical chateau with amazing views. Entry fees are very reasonable. Very interesting short film going on at the moment - loved this.
Château of Vincennes,Sebastian Rousseau,5,"Beautiful castle, full of history and well managed. The Chapel is worth a visit with a stunning embroidered tree. I thoroughly recommend a visit."
Château of Vincennes,Ahmed Khan,5,Tickets are cheap with kids go free. Can easily spend half a day. Well worth the visit if you are in Paris
Château of Vincennes,Rob Vince,4,"We were staying near Disneyland and also seeing Paris. This chateau made a great break from the crowds, easy location halfway into Paris on the RER train line. Huge and a bit neglected but the chapel and keep were impressive. Also recommend the audio guide."
Château of Vincennes,Jennifer Smith,1,So overrated!! I don’t understand how people rave about this place: even the cashier told me there’s no exhibits to see inside the doujon. So you’re paying €9.50 to climb an empty tower and then see a modern installation in a barren church?!  Have these visitors never traveled before?! The courtyard is pretty desolate and nearly no buildings are open. The one that is has a boring sounding exhibition on arms that was closed anyway this Saturday.  Would never recommend this place TBH. Somewhat of a wasted day trip from Paris.
Château of Vincennes,Allan,5,Pretty castle located near a very beautiful park. Tickets are required for the tower and the church and can be bought inside the castle grounds. Expect to spend around 2 hours max here.
Château d'Angers,AieshaB01,5,"Absolutely loved this beautiful chateau fort. There is a lot to see, especially the Tapestry of the Apocalypse based on the Book of Revelations. The views of the city are stunning too. There is a lovely outdoor café to chill during the visit."
Château d'Angers,icegini,5,"A very big, beautiful castle to visit at Angers with a lot of history. We first visited the castle and had a drink next to the gardens, which was very relaxing. The steps upwards allow you to walk around on the wall towers, which is so beautiful and big. It gives you a wonderful view over the river and the rest of the castle. The castle and chapel inside are really nice and the apocalypse exhibition is wonderful."
Château d'Angers,Judy Hung,5,"I got into Angers only at 8pm, so the castle has closed for the day. It’s still a beautiful sunset visit, to learn about the medieval historical from the bilingual demonstration outside the castle. It’s right next to the Maine river with beautiful garden with majestic castle towers. Even just observing the renovation of the castle, I’m in awe!"
Château d'Angers,Phil Bradford,4,"Interesting fortress, with striking towers and commanding riverside setting. The northern side was under scaffolding this visit (I have previously been when it was possible to see more of the ramparts), so not everything was open. There is not a huge amount inside, but there are stunning views and even for those like me not that interested in such things, the medieval tapestry was stunning. The inside of the central ‘keep’ has interesting displays and is well set up for children with interactive displays. There is plenty of space to run around outside, but most of the external towers and ramparts are off limits, which reduces some of the fun of exploring a castle!"
Château d'Angers,Marcia S,5,The Chateau is great to spend 2-3 hours exploring its history and admiring the architecture. The Apocalypse Tapestry is also a  worthwhile look to admiring the craftsmanship of the tapestry. I would recommend anyone of all age groups to visit.
Pirou Castle,Renee Iseson,5,Well worth a visit. Guided tours in French but was given an English guide book to take along on our self guided tour which was quite nice. You can easily spend an hour and half here in the morning and have enough time to linger and read all the info plaques. A similar tapestry to the Bayeux Tapestry is housed here and is just as lovely.
Pirou Castle,adrian burt,4,Viking village event. The ambience of the chateau is quite magical. Best visited when it is less busy. When they organise big events the parking provisions are inadequate
Pirou Castle,MagicBusArt,5,Fantastic place to visit with family. I highly recommend.☘️An interesting heritage centre with a souvenir shop.
Pirou Castle,Gavin Beard,5,"A pleasant little castle worth a quick visit if passing by. The long history is interesting, with its coaching fortunes through the centuries. Instant rampart walk as well."
Pirou Castle,Gill C,5,"A wonderful moated 12th century castle,  restored this century from a ruin. €7 closed Tuesday. Most of the castle is accessible, living rooms, kitchen, cider press etc. The towers and roof have great views. The old lodgings give a good feeling of how it was to live here. Amazing tapestry (in the style of Bayeaux) shows the history of the castle and its fortunes and fall. Definitely worth a visit."
Château de Quéribus,Simon Giles,5,Stunning scenery which will take your breath away. Quite a drive up a winding and sometimes narrow road. It was 36c on the day we went so the walk from the car park to the castle was pretty tough. However a beautiful and historic location which is well worth a visit.
Château de Quéribus,Rebecca Norbury,5,"Fantastic experience, car park close buy, 10-15 minute walk up the the castle"
Château de Quéribus,T K,5,"If you're wearing a hat, good luck keeping your lid on. Squeribus is the name of the wind from the north."
Château de Quéribus,Maria Slovakova,5,"I love going up to this castle. There is a lot of magic in the air here. If you in the area, it is a must."
Château de Quéribus,R D (Ron0509),5,"One of the must do’s in the regio! Amazing history in a very tempting nature, what a landscape!"
Château de Montségur,Éamon M,3,"The walk is pretty steep, but if you are a backpacker that came on foot from Lavelanet, then this additional part should feel like a reasonably-paced epilogue (unless you have run out of water on your way to the castle). There's little information available in English on the signs, so if you came here to read about the Cathars, be prepared to polish your French. As is often the case with high-altitude places, the view alone is worth the struggle.  I must say the place doesn't feel particularly mystical, excluding the atmosphere of remoteness that its relative altitude creates. Guess that has to do with it having a more boring history after 1244"
Château de Montségur,Sören Dähnrich,4,"Small Ruin of a cathartic castle, historical wise very interesting. About the ruin is not that much to see, what amaze me is that there were living up to 600 people on the rock. The view over the surrounding land is amazing, the way up is a bit challenging for a couch potato but do able. Take water and sturdy shoes with you."
Château de Montségur,Hunter Purvis,5,Beautiful medieval castle full of history. The museum and town below are also lovely. Loved the view from the top after a tough but rewarding hike!
Château de Montségur,andor szabados,5,"Beautiful chatue, situated right on the top of the hill. The hike is manageable, it takes around 30 minutes with easy steps going up. The view from the top it is really beautiful, as you can see all around."
Château de Montségur,Johnny M,5,The castle isn't much to see but you go here for the view and history. There was a great guide (in french) explaining the story of the castle and the end of the cathars ... when I get back home I'll fire up medieval 1212AD and bring back the Cathars !!
Charming Rooftop and Sea View,Elodie MARQUES,5,"We recommend this cozy little nest, cute as you wish, very clean and super tropezienne terrace with the jacuzzi to enjoy a nice romantic moment."
Charming Rooftop and Sea View,Frédéric Fouache,5,Look no further to spend a pleasant weekend... Really on top
Charming Rooftop and Sea View,esteves gt,4,great
Museum for European Garden Art,stefan kebbekus,4,Very nice place
Museum for European Garden Art,Nikolaj Popravka,5,I’m sorry
Museum for European Garden Art,Sun arrow,5,An amazing place !!!
Museum for European Garden Art,Татьяна Столяренко,5,"Honestly, the museum is so-so. Of course there is something to see. Paintings, figurines, videos. Liked porcelain figurines and gnomes. The territory is not small, everywhere there are signs. There is even a patio with plants. The museum opposite was a huge surprise!"
Museum for European Garden Art,Edward von Flottwell,5,"Fine museum on the history of garden arts. There are many interesting things to discover, the focus is on stately gardens, but kitchen gardens, special plants and cultural interactions are also considered. The tour through the old buildings is an experience on top of that. I liked it, the only thing missing from a few showcases with architectural models is what you see there. The staff was really nice. You should plan two hours for the visit."
Gnandstein Castle,Aaron Robinson,5,"A beautiful castle that is worth a visit. The staff of the cafe inside the castle were dressed in medieval style which added to the ambiance. All the staff in the castle are warm and friendly. The surroundings invite you to take a romantic look back and imagine how this historic castle may have felt in earlier times. There is a tunnel and fortifications to explore and the museum is a must! There are a lot of rooms on multiple levels to explore, including a 500 year old chapel. There are many interesting artifacts on display throughout the castle. There is also a game room with interactive games (very entertaining)! The tower Keep is currently closed, so we have a good reason to revisit the castle again when that reopens! We found that there was still plenty to see even though the Keep was closed so don't hold back on a visit in the meantime if you haven't yet been here. Many thanks to the staff who made our visit to the castle even better. We enjoyed this visit very much and already look forward to our next visit when the tower Keep is reopened! The woods surrounding the castle are also worth a hike."
Gnandstein Castle,Fred Dreiling,4,"Pretty outside, interesting cellar but did not go into the museum. Walked around the castle in the woods..."
Gnandstein Castle,Tersia Voigt,5,Food were delicious! And so friendly staff.
Gnandstein Castle,Ayman Farouk Said,5,It’s not a large castle but it’s in a nice size It allows you to see how old German rich families were living It was a castle that destroyed then later converted to a palace Nice to visit 😉
Gnandstein Castle,Ryan,5,Beautiful castle.  We got married here.  Great food and beer in the restaurant.
Marienburg Castle,Matt W,4,"Definitely a beautiful castle and very well maintained. Tour was okay. More information about the castle throughout the tour, in addition to the family/building of it would have been nice. I wish we could have seen more- there was so much locked down but more rooms and more of the grounds with the good views would have really improved the experience.  That being said, the parts that were completed are awesome and it’s definitely worth the trip"
Marienburg Castle,Anuradha Samankumari,4,Absolutely beautiful castle 🏰. If you love to visit castle you must go there. It’s really worth to buy a ticket to visit inside. You can buy tickets by online. A lot of paintings on the wall. The restaurant has really good and tasty foods. I highly recommended this place to visit.
Marienburg Castle,Annette Raju,4,"Beauty awaits at the hilltop. Castle is situated at the peak, surrounded by trek trails and good roads for vehicle drive. Restaurant adjacent to the castle also added to the castle flavour. Decent choices of food. Castle is worth visiting. Quite portion of the castle is open for the tourists to enter. Tickets price is reasonable. One can view the sugarcane farm and adjacent water body to relax"
Marienburg Castle,A Google User,5,"This place is perfect! Amazing castle with nice views. History of this place is really romantic and full of love. Inside of the castle are lots of pictures, things of art, small details, antique furniture"
Marienburg Castle,4AB (4andrius),5,"Great castle to visit - walkthru exposition over 2 floors. We visited as family of 4 for 40€ ticket. Saw many rooms, hallways, staircases and read some interesting facts. Marienburg castle is worth a visit! 😁"
Schlosshotel Weilburg,Michel Brebsom,4,"Very nice location, good service, breakfast buffet.  The furniture in my room was a bit old and out of fashion, and so was the bathroom. But everything was very clean and cosy.  The room had no air-conditioning which means it can become rather hot in summer.  Good WiFi coverage."
Schlosshotel Weilburg,Christine Weißbrich,3,"Nice &modern room, but not very clean.(spots on glass doors); The shower not very comfortable. Friendly staff, great breakfast. Extremely long ways to rooms."
Schlosshotel Weilburg,Andrei Luca,5,"As the name already suggests, this is a former castle. The hotel occupies the lower part of the castle (where the guests rooms and the stables used to be in the past). The upper part is the actual castle, which can be visited (entry fee required). The hotel has a lot of fun activities: table tennis, pool table, fitness room, sauna, swimming pool, german bowling (Kegeln), smoking lounge, TV room with large couches. Most of the rooms have a view towards the river. The rooms at the base floor have actually 2 levels: the first one looks rather like a guest room, while the bedroom is upstairs. The rooms on the upper levels are smaller and have smaller windows, which are protected by a glass panel in front, so kids won't fall out. Food is great at their restaurant and they have a lot of home brewed liquors. You can even buy some as souvenirs."
Schlosshotel Weilburg,Jens Thomas,4,Very cozy place. A nice change from the ultra modern hotels. Great view from the room over the river. Free parking and breakfast are nice perks.
Schlosshotel Weilburg,Martin Wie,5,We stayed here for over a week.  Nice and friendly staff.  The hotel is very nice . Not ask rooms have ac. You must ask for it in summer.
Schloss Braunfels,Joanna Sapik,5,"Very interesting and wonderful place, you can visit the castle with a guide.  Beautiful old village under the castle."
Schloss Braunfels,Danny Marvels,5,"Amazing Castle with such a rich history. It is absolutely worth the trip. The family's treasure room is a must and it's only 4 Euros. They also have a Café inside where they sell souvenirs and tickets for guided tours. You can also get an English manual. There are several parking spots around the castle, and it's not far too walk up, but it's definitely steep and not really wheelchair friendly. The village in front of the building has beautiful shops and restaurants so it's easy to spend a day around it."
Schloss Braunfels,Mandy Bogle,5,"Amazing, the most beautiful castle I have been to, would definitely recommend"
Schloss Braunfels,Tanvir Morshed,5,Such a magnificent gothic style castle from middle age. The view is amazing and the guided tour was pretty interesting. Even the town center was such a beautiful place. A visit is highly recommended!!
Schloss Braunfels,Suzette L,5,"Amazing tour, great story teller!"
Glücksburg Castle,Kristina Majaj,5,"Beautiful place to visit with family. We paid the family ticket, which was affordable for 6. Many beautiful things to see inside and have a pleasant walk around the castle."
Glücksburg Castle,Pharadeon “Pharadeon”,5,"This castle is definitely worth a visit. We were there in the winter season so there weren’t really a lot of tourists. The water in the surrounding lake was quite still so you could see the reflection of the castle which was quite magical. You can also buy tickets for 6€ to go inside the castle, but for us, the outer view was enough as we were just passing by anyway."
Glücksburg Castle,Sofia Suhorska,5,"Tickets price was normal, not too expensive Really beautiful castle with interesting atmosphere It can be good for date , because you immerse yourself in a romantic medieval atmosphere"
Glücksburg Castle,Philipp Fabrizius,2,"Nice Castle, interesting history's about the danish and Schleswig-Holstein war.  Missing in some areas info's about the exhibited pieces. (Actual Panels with written information on it)  Who like's a audio guidance - this is your place.  Nevertheless, only two stars awarded for the disgusting rudeness of the lady guardian from the second floor."
Glücksburg Castle,Anne-Marije Kraijnbrink,4,Nice Schloss to visit. They had an interesting collection of artifacts and various activities for kids as well. The mannequins are a bit scary though. They either look like the Beatles or poor western actors hahaha!
Stolzenfels Castle,Slavomir Olsovsky,4,"A very romantic castle definitely worth of 4 hours of your time. The parking house in the village on the other hand is so tiny only the best drivers will get in, park and get out. Give yourself a medal when you'll leave without a scratch;-)."
Stolzenfels Castle,Sameera Kulsum,5,"Beautiful view, and the route is great almost 1.5 km walk slope is gentle and well maintained. If you want to go by car then it's great  you can take car to the top and front of castle 🏰.  This castle is renovated with beautiful infrastructure. They cost 5€ per person and they also tour (in German only)"
Stolzenfels Castle,Ammarah Masroor,4,"The palace is located on a hill which means you need to hike all the way up. If you are into steep walking/hiking and do not want to click pictures in between then you can easily reach in 15 mins. However, if you don't hike usually and would also like to click some pictures along the way then it would take around 25 mins.  The tickets to the castle are for 5 euros which can be paid either by cash or card. There the person is going to tell you to wait at the gallery for the guided tour as soon as you enter. Keep in mind that you are only able to access the interior of the castle with the guided tour as the guide has keys to the rooms otherwise the doors are locked and you can only explore the outer garden and balconies. Taking pics inside is not allowed and the tour takes around 20 to 25 mins. Do remember to ask for an English brochure at the entrance if you don't speak German so that you can read the description for the rooms in it while getting the tour.  Also there are no eating options available next/inside the castle as it is situated in between a hiking trail."
Stolzenfels Castle,Claudia,4,"Went in May 2023. Great to see the castle, its gardens and views! So it was totally worth it!  I don't have car, but it was easy to go from Koblenz to Stolzenfeld by bus (30/30min, a trip about 15min).  The way from the streets to the castle is easy (they have pavement and stairs, with tracks as alternative), but I don't recommend for people with disability. But you can reach the castle by car.  5€ as entrance fee when I went. You can enter the castle,see its surroundings and views by yourself. You can't go into the rooms inside without a guide. When inside, you can't take pictures, and have to use the huge slippers they give to you.  What I didn't liked was the staff. The reception just gave me a panmphlet and said ""go fast, the tour is starting"", without explaining anything. I reached a group with a guide already explaining everything only in German. So I didn't know how anything worked (if I could walk without him, if it had english tours). In the middle of the inside tour I asked the guide about english tour, but he affirmed in a unpolite way that they don't have and that's why I received the pamphlet. Only then I saw that I could find some numbers and follow the rooms to read reaally brief explanations, shorter than what the guide provides.  In the end, really liked the castle, the gardens, the views and surroundings. Didn't like the tour inside the rooms, but still worth the visit!"
Stolzenfels Castle,Carl Niclas,4,"While the Stolzenfels castle is impressive and is perched ominously over the Rhine, it competes with so many other ruins and castles in the area."
Schloss Hämelschenburg,Thomas Carsjens,5,"It is nice to see that a privately owned castle has preserved a part of the original interior and that guided tours are offered to tourists. The guide was a very friendly woman and she told about the history of the castle with great passion. The tour costs: - €11,- for adults - €8,- for kids from 14 years old and students - €5,50 for kids between 5 and 13 years old - Free for kids younger than 5 years old. The tour takes around 50 minutes. I recommend to visit the castle and to take a tour as you get to know the interesting history of the castle and its inhabitants."
Schloss Hämelschenburg,Will Gruber,5,"Beautiful 16th century castle with a very rich history, as well as the oldest surviving Protestant church in Europe! The grounds are still inhabited and maintained by the original family as a labor of love, and they recently completed a restoration of the entire castle exterior while taking great care to preserve as much of the original material and architecture as possible.  The current owners have also dedicated much of their time to ensuring that the castle can be sustainably maintained for future generations, and have even added a small hydroelectric dam to the old sawmill to power the grounds. Very much worth a visit, and should be considered as a model of both cultural preservation and sustainability!"
Schloss Hämelschenburg,don felton,4,"Always a pleasure to visit the Restaurant, beside the Schloss. Plenty of space, good coffee and goosgogs with a yummy  creamy crusty topping. (I don't know if it is Besai) whatever it is it tastes good. Not busy, plenty of space, excellent views and easy parking."
Schloss Hämelschenburg,Daniela Marks,5,"Beautiful castle with a nice little tour in a quaint setting, if you are not bothered by the road leading basically through it."
Schloss Hämelschenburg,Alexius K,5,Beautiful castle with easy parking and restaurant. An architecture of the castle is great. Quite and relaxing place.
Pfalzgrafenstein Castle,Ebin Zacharias,5,"Never intended to go here but accidentally saw this nice castle on the way to Cochem! It’s really nice and the historical importance quite excited the overall experience. I’m only sad that, I spent very less amount of time here. That’s when I thought to write a review about this castle. Do visit :)"
Pfalzgrafenstein Castle,Cornelia Kunze,5,"Must see! Stop and take the small ferry boat. Listen to the stories of the great captain Johnny, kids can chase the ghost in the small castle. And enjoy wonderful views!"
Pfalzgrafenstein Castle,carlos MsGr,5,Super singular
Pfalzgrafenstein Castle,L J,4,"many castles along the rhine, and didn't go in this one actually. Looks nice from outside"
Pfalzgrafenstein Castle,Sanjeevani Waghmare,5,Beautiful view from the castle.
Trausnitz Castle,Pietro Dell' Erba,5,"Best View of Landshut it's here! Accessibile via Long stairway, it's Just 10 minutes walk from Old Town. A must if you are in Landshut!"
Trausnitz Castle,Anthony,4,Cool place. Costs money to tour. Was pretty packed with people on the weekend.
Trausnitz Castle,Euderl Laryea,5,It takes about 10 to 13mins by foot from Altstadt to get to the Burg Trausnitz. Beautiful scenery of Landshut from the top of the castle and a garden.
Trausnitz Castle,Carsten M. Steffen,5,"Insanely beautiful place, starts with the walk from the parking lot through a park and then into the castle area. Highly recommended."
Trausnitz Castle,Lou Fegans,4,"Parking: there are 20 parking spots right at the entrance to the castle, take the gravel road through a series of tower walls to reaching the parking, alternatively you can park in the park and walk 5-10minutes. We visited on a feast day when the museum was very very crowded but there was still empty parking right at the castle. Duration: 1hr. Good quality museum with lots of artifacts and then large rooms. Note the castle had a fire in 1961 and as a result there is very little original artwork and stucco."
Ludwigsburg Residential Palace,Hannah Markham,5,Had the most amazing morning exploring the grounds of this palace. It was during December and I think because it was winter we didn’t have to pay any entrance fees. The palace also wasn’t open to go inside. But it had snowed and the gardens were just beautiful.
Ludwigsburg Residential Palace,Ali AlMusawi,5,"Amazing guided tour, very informative and entertaining. The castle has been kept in an excellent condition. The ticket is separate than the surrounding garden which is joyful for if you have kids."
Ludwigsburg Residential Palace,Bryce Gething,4,If you enjoy historical tours this one is fairly quick and reasonably priced. The guide in English was very knowledgeable. Note that you can only do the tour at certain times of day. I recommend going through the gardens as well which needs several hours to explore.
Ludwigsburg Residential Palace,Brian Planchard,3,"The gardens are lovely, the palace, at least the interior, is not. It is fairly dilapidated and compares poorly with other comparable palaces (Nymphenburg, Schonnbrun). You can see the interior only through a (somewhat infrequent) guided tour, which only covers the Duchess’ side and which doesn’t allow photos. My tour guide was not nice and not terribly informative. All in all, this was not the greatest stop on my tour of southern Germany."
Ludwigsburg Residential Palace,Ericka Bastias,4,"Really interesting Residential, we paid for the tour and it was entertaining. We also visited the gardens (there’s an extra fee for that) would recommend more to visit once it’s spring or summer. It can be very entertaining for kids since they have sets for different classical fairytales."
Schloss Weesenstein,The real Pit,4,"The Castle itself is a very big building, the good part is the internal court and the garden.  It is not what people expect when talking about a But at least is free to visit (except for the museum)."
Schloss Weesenstein,John K,5,"Really interesting museum. Includes descriptions of the family that has lived there and many uses of old accomodation or furniture. Lots of rooms and a lot of entertaining games like an air cannon, laser crossbow, a virtual knight horse fight, etc. It suits the younger and older audience very nicely. A beatiful garden, restaurants and caffee's. 5 stars"
Schloss Weesenstein,Sylwana Sikorska-Kupis,5,A place where one can meet the history and even try interactive horseriding as a knight 👍 really nice schloss cafe audioguide available
Schloss Weesenstein,Michał Lewinski,5,"Well, I have to admitt that this castle was a nice surprise. I thought that after two corridors of rooms which entrace was  sealed by glass, the tour would end, but it turned out that it barely started. There are many rooms on a few floors to explore including the attic which I have not seen in any other castles before. And believe me, I have seen many of them 😃 It is definitely worth visiting, especially when the garden is green so you could enjoy a walk after the tour."
Schloss Weesenstein,Julian Kobelt,5,Wonderful medieval castle with a fascinating history. The winter gardens are especially beautiful. Several cafes and restaurants on site. Plenty of free parking at the bottom and only a short walk up hill to the Castle. Would definitely recommend a visit to anyone touring in the area.
Altena Castle,Glodan Mircea,5,"No words to describe the beauty of this castle. So well preserved and with acces to most of the rooms... Also the access to the elevator from the tunnel is simply amazing. The elevator was 4.9 Euro per person,but worth every scent."
Altena Castle,Larisa Conchi,5,"the castle is very beautiful and the entrance is accessible to everyone, but all the exhibits are only described in German, it would be very good if they were also in English for tourists!"
Altena Castle,1 2,5,"The castle has been well preserved for centuries. The castle has a good location and beautiful scenery. In addition, it has a rich collection, such as medieval weapons, armor and animal specimens. Now it seems to be free of charge."
Altena Castle,Atiq Massan,5,"One of the most beautiful castles I've ever been to and is a very practical castle meant for practical purposes. Location is super easy bus and lift from center city, both good but you see a lot by bus. See their kitchen, how towers are made livable. Has a very nice restaurant with good assortment of food. super nice staff always smiling at you and guiding. Though from 1430 to 1730 kitchen is closed. The Rundweg around the castle has excellent views esp just at the gate. It felt a worthy place to spend a lot of time as was super peaceful. If they would dress all the staff in clothes from the time castle was built this would be perfect. This is one place that i would call super managed perfectly.nit is a must go place."
Altena Castle,Ahmed Zahu,5,The place is amazing you can do alot of things and they have a beautiful restaurant too. Pluse the nature arund it is great you can go wandering on the forest.
Sooneck Castle,Gabriel Galarza,4,The castle looks impressive from the outside. Unfortunately we didn’t have the opportunity to go inside the main building as it was locked. Not sure if it was temporarily. We were able to explore the walls and the gardens. Entrance was cheap (6 Euros) and they have an activity book for children were they can look for treasure chests and open them solving riddles or puzzles.
Sooneck Castle,Purvang Kalani,4,"Decent castle. Once you park your car, it's about 8 to 10 mins walk to the castle and costs 6 euro for adults. Outside the castle, there are some nice flower plants to take good pics. The view of Rhine River is beautiful from the this place. There is a treasure hunt for kids and at the end, kids get a badge which is cool. The treasure hunt was fun and they do pretty good job of hiding treasures. The castle only allows 2 floors of inside view....I wish they would allow the customers to go all the way up top. Overall good experience and one can easily spend few hours here. If you are in local area, and if time allows, go here. if not, you will not miss much."
Sooneck Castle,Poh Mike,5,"About 40 minutes of train ride from Wiesbaden Hbf main train station, a couple minutes of boat ferrying across the Rhein river to the other side and some foot steps uphill along the beautiful grapes plantation, you will reach the well maintained castle and enjoy the scenic view from top. Of cause a cup of coffee and waffle to fill your belly's soul, heaven :)"
Sooneck Castle,U Kauffman,5,Loved every minute here. Highlight of my trip. Local Riesling was amazing.
Sooneck Castle,Sharon Eshed,5,"An amazing view, a beautiful walk up the mountain, the place overall is well maintained."
Kriebstein Castle,Maria Zhuravlova,5,"Well-preserved medieval knight castle, romantic and breathtaking place. Amazing views, close to nature, not really crowded. Interesting interior, lots of fun for kids. Ticket for adults about 6 euros, kids under 6 go for free."
Kriebstein Castle,Faisal Qayyum,5,It is a pretty castle. Entry in the courtyard is free. A path under the parking goes to the bridge from where the castle view with small dam on the river is amazing. A nice place to spend half a day.
Kriebstein Castle,Robert Turner,5,Nicely preserved. Medieval church with much of the fresco work preserved. There was a fun room where children can build a castle from foam pieces. It didn't appear to have a restaurant. The small gift shop was adequate.
Kriebstein Castle,Alexandrina Nan,5,"It is an interesting place to visit for both adults and children. If you havectine, don't miss to play the Escape Room!!"
Kriebstein Castle,Michael Hubenko,5,Nice ancient castle. Would be great experience for those who wanted to explore something from 14th century.
Brühl Castle,Ingrid Lustig,5,"Beautiful rococo palace. The tour is very informative. It takes about an hour. You can park nearby. You should plan about 3 hours in total to visit the garden, walk thru the forest till you get to Falkenlust (a secondary manor for hunting part of the complex). Definitely worth the visit."
Brühl Castle,1 2,5,"Very beautiful Baroque and Rococo-style castles. It is recommended to buy a combination ticket, which is a 30-minute walk between the two buildings, and you can enjoy the beautiful scenery along the way. The complete tour of the castle takes about two hours. You can take photos inside, but you must be accompanied by a guide."
Brühl Castle,Emese B.,5,"Beautiful building, very nice park. Super easy to reach from Cologne both by the regional train that stops right in front of the castle park, and by bike. There is a bike path all the way from downtown Cologne - riding through parks and rolling crop fields. Perfect for a Sunday ride!"
Brühl Castle,Fon Prom,5,"I got discount because I am a student. It saved my cost more than 50% If you like art and historical place. This place is suitable. and it has guide audio for English, Chinese and many languages to support."
