"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"2015"	"2015"	1164	9917715	11.7
	"Michigan"	"26"	"2016"	"2016"	1230	9928300	12.4
"Total"	"Michigan"	"26"			20038	179183694	11.2
	"Minnesota"	"27"	"1999"	"1999"	296	4873481	6.1
	"Minnesota"	"27"	"2000"	"2000"	312	4919479	6.3
	"Minnesota"	"27"	"2001"	"2001"	324	4982796	6.5
	"Minnesota"	"27"	"2002"	"2002"	306	5018935	6.1
	"Minnesota"	"27"	"2003"	"2003"	332	5053572	6.6
	"Minnesota"	"27"	"2004"	"2004"	363	5087713	7.1
	"Minnesota"	"27"	"2005"	"2005"	361	5119598	7.1
	"Minnesota"	"27"	"2006"	"2006"	329	5163555	6.4
	"Minnesota"	"27"	"2007"	"2007"	344	5207203	6.6
	"Minnesota"	"27"	"2008"	"2008"	371	5247018	7.1
	"Minnesota"	"27"	"2009"	"2009"	336	5281203	6.4
	"Minnesota"	"27"	"2010"	"2010"	365	5303925	6.9
	"Minnesota"	"27"	"2011"	"2011"	396	5348562	7.4
	"Minnesota"	"27"	"2012"	"2012"	382	5380285	7.1
	"Minnesota"	"27"	"2013"	"2013"	427	5418521	7.9
	"Minnesota"	"27"	"2014"	"2014"	377	5453109	6.9
	"Minnesota"	"27"	"2015"	"2015"	410	5482435	7.5
	"Minnesota"	"27"	"2016"	"2016"	432	5519952	7.8
"Total"	"Minnesota"	"27"			6463	93861342	6.9
	"Mississippi"	"28"	"1999"	"1999"	515	2828408	18.2
	"Mississippi"	"28"	"2000"	"2000"	471	2844658	16.6
	"Mississippi"	"28"	"2001"	"2001"	502	2852994	17.6
	"Mississippi"	"28"	"2002"	"2002"	492	2858681	17.2
	"Mississippi"	"28"	"2003"	"2003"	477	2868312	16.6
	"Mississippi"	"28"	"2004"	"2004"	471	2889010	16.3
	"Mississippi"	"28"	"2005"	"2005"	455	2905943	15.7
	"Mississippi"	"28"	"2006"	"2006"	475	2904978	16.4
	"Mississippi"	"28"	"2007"	"2007"	535	2928350	18.3
	"Mississippi"	"28"	"2008"	"2008"	568	2947806	19.3
	"Mississippi"	"28"	"2009"	"2009"	487	2958774	16.5
	"Mississippi"	"28"	"2010"	"2010"	475	2967297	16.0
	"Mississippi"	"28"	"2011"	"2011"	530	2978162	17.8
	"Mississippi"	"28"	"2012"	"2012"	535	2984945	17.9
	"Mississippi"	"28"	"2013"	"2013"	525	2990482	17.6
	"Mississippi"	"28"	"2014"	"2014"	547	2992400	18.3
	"Mississippi"	"28"	"2015"	"2015"	589	2989390	19.7
	"Mississippi"	"28"	"2016"	"2016"	587	2988726	19.6
"Total"	"Mississippi"	"28"			9236	52679316	17.5
	"Missouri"	"29"	"1999"	"1999"	711	5561948	12.8
	"Missouri"	"29"	"2000"	"2000"	742	5595211	13.3
	"Missouri"	"29"	"2001"	"2001"	744	5641142	13.2
	"Missouri"	"29"	"2002"	"2002"	696	5674825	12.3
	"Missouri"	"29"	"2003"	"2003"	657	5709403	11.5
	"Missouri"	"29"	"2004"	"2004"	664	5747741	11.6
	"Missouri"	"29"	"2005"	"2005"	752	5790300	13.0
	"Missouri"	"29"	"2006"	"2006"	767	5842704	13.1
	"Missouri"	"29"	"2007"	"2007"	759	5887612	12.9
	"Missouri"	"29"	"2008"	"2008"	818	5923916	13.8
	"Missouri"	"29"	"2009"	"2009"	822	5961088	13.8
	"Missouri"	"29"	"2010"	"2010"	846	5988927	14.1
	"Missouri"	"29"	"2011"	"2011"	854	6010717	14.2
	"Missouri"	"29"	"2012"	"2012"	882	6025415	14.6
	"Missouri"	"29"	"2013"	"2013"	880	6042711	14.6
	"Missouri"	"29"	"2014"	"2014"	943	6060930	15.6
	"Missouri"	"29"	"2015"	"2015"	1094	6076204	18.0
	"Missouri"	"29"	"2016"	"2016"	1144	6093000	18.8
"Total"	"Missouri"	"29"			14775	105633794	14.0
	"Montana"	"30"	"1999"	"1999"	123	897507	13.7
	"Montana"	"30"	"2000"	"2000"	134	902195	14.9
	"Montana"	"30"	"2001"	"2001"	160	906961	17.6
	"Montana"	"30"	"2002"	"2002"	134	911667	14.7
	"Montana"	"30"	"2003"	"2003"	145	919630	15.8
	"Montana"	"30"	"2004"	"2004"	125	930009	13.4
	"Montana"	"30"	"2005"	"2005"	161	940102	17.1
	"Montana"	"30"	"2006"	"2006"	120	952692	12.6
	"Montana"	"30"	"2007"	"2007"	139	964706	14.4
	"Montana"	"30"	"2008"	"2008"	155	976415	15.9
	"Montana"	"30"	"2009"	"2009"	166	983982	16.9
	"Montana"	"30"	"2010"	"2010"	164	989415	16.6
	"Montana"	"30"	"2011"	"2011"	167	997821	16.7
	"Montana"	"30"	"2012"	"2012"	171	1005196	17.0
	"Montana"	"30"	"2013"	"2013"	172	1014314	17.0
	"Montana"	"30"	"2014"	"2014"	172	1022867	16.8
	"Montana"	"30"	"2015"	"2015"	205	1032073	19.9
	"Montana"	"30"	"2016"	"2016"	194	1042520	18.6
"Total"	"Montana"	"30"			2807	17390072	16.1
	"Nebraska"	"31"	"1999"	"1999"	146	1704764	8.6
	"Nebraska"	"31"	"2000"	"2000"	168	1711263	9.8
	"Nebraska"	"31"	"2001"	"2001"	140	1719836	8.1
	"Nebraska"	"31"	"2002"	"2002"	140	1728292	8.1
	"Nebraska"	"31"	"2003"	"2003"	134	1738643	7.7
	"Nebraska"	"31"	"2004"	"2004"	119	1749370	6.8
	"Nebraska"	"31"	"2005"	"2005"	135	1761497	7.7
	"Nebraska"	"31"	"2006"	"2006"	141	1772693	8.0
	"Nebraska"	"31"	"2007"	"2007"	142	1783440	8.0
	"Nebraska"	"31"	"2008"	"2008"	150	1796378	8.4
	"Nebraska"	"31"	"2009"	"2009"	132	1812683	7.3
	"Nebraska"	"31"	"2010"	"2010"	152	1826341	8.3
	"Nebraska"	"31"	"2011"	"2011"	161	1842283	8.7
	"Nebraska"	"31"	"2012"	"2012"	167	1855725	9.0
	"Nebraska"	"31"	"2013"	"2013"	168	1868559	9.0
	"Nebraska"	"31"	"2014"	"2014"	179	1881145	9.5
	"Nebraska"	"31"	"2015"	"2015"	169	1893765	8.9
	"Nebraska"	"31"	"2016"	"2016"	171	1907116	9.0
"Total"	"Nebraska"	"31"			2714	32353793	8.4
	"Nevada"	"32"	"1999"	"1999"	375	1934718	19.4
	"Nevada"	"32"	"2000"	"2000"	341	1998257	17.1
	"Nevada"	"32"	"2001"	"2001"	345	2098399	16.4
	"Nevada"	"32"	"2002"	"2002"	370	2173791	17.0
	"Nevada"	"32"	"2003"	"2003"	374	2248850	16.6
	"Nevada"	"32"	"2004"	"2004"	392	2346222	16.7
	"Nevada"	"32"	"2005"	"2005"	390	2432143	16.0
	"Nevada"	"32"	"2006"	"2006"	405	2522658	16.1
	"Nevada"	"32"	"2007"	"2007"	414	2601072	15.9
	"Nevada"	"32"	"2008"	"2008"	404	2653630	15.2
	"Nevada"	"32"	"2009"	"2009"	406	2684665	15.1
	"Nevada"	"32"	"2010"	"2010"	395	2700551	14.6
	"Nevada"	"32"	"2011"	"2011"	376	2718379	13.8
	"Nevada"	"32"	"2012"	"2012"	360	2752565	13.1
	"Nevada"	"32"	"2013"	"2013"	395	2786464	14.2
	"Nevada"	"32"	"2014"	"2014"	429	2833013	15.1
	"Nevada"	"32"	"2015"	"2015"	446	2883758	15.5
	"Nevada"	"32"	"2016"	"2016"	498	2940058	16.9
"Total"	"Nevada"	"32"			7115	45309193	15.7
	"New Hampshire"	"33"	"1999"	"1999"	71	1222014	5.8
	"New Hampshire"	"33"	"2000"	"2000"	79	1235786	6.4
	"New Hampshire"	"33"	"2001"	"2001"	91	1255517	7.2
	"New Hampshire"	"33"	"2002"	"2002"	76	1269089	6.0
	"New Hampshire"	"33"	"2003"	"2003"	89	1279840	7.0
	"New Hampshire"	"33"	"2004"	"2004"	69	1290121	5.3
	"New Hampshire"	"33"	"2005"	"2005"	88	1298492	6.8
	"New Hampshire"	"33"	"2006"	"2006"	82	1308389	6.3
	"New Hampshire"	"33"	"2007"	"2007"	78	1312540	5.9
	"New Hampshire"	"33"	"2008"	"2008"	93	1315906	7.1
	"New Hampshire"	"33"	"2009"	"2009"	89	1316102	6.8
	"New Hampshire"	"33"	"2010"	"2010"	118	1316470	9.0
	"New Hampshire"	"33"	"2011"	"2011"	92	1318473	7.0
	"New Hampshire"	"33"	"2012"	"2012"	117	1321182	8.9
	"New Hampshire"	"33"	"2013"	"2013"	93	1322687	7.0
	"New Hampshire"	"33"	"2014"	"2014"	122	1328743	9.2
	"New Hampshire"	"33"	"2015"	"2015"	121	1330111	9.1
	"New Hampshire"	"33"	"2016"	"2016"	132	1334795	9.9
"Total"	"New Hampshire"	"33"			1700	23376257	7.3
	"New Jersey"	"34"	"1999"	"1999"	366	8359592	4.4
	"New Jersey"	"34"	"2000"	"2000"	341	8414350	4.1
	"New Jersey"	"34"	"2001"	"2001"	370	8492671	4.4
	"New Jersey"	"34"	"2002"	"2002"	415	8552643	4.9
	"New Jersey"	"34"	"2003"	"2003"	458	8601402	5.3
	"New Jersey"	"34"	"2004"	"2004"	454	8634561	5.3
	"New Jersey"	"34"	"2005"	"2005"	434	8651974	5.0
	"New Jersey"	"34"	"2006"	"2006"	492	8661679	5.7
	"New Jersey"	"34"	"2007"	"2007"	446	8677885	5.1
	"New Jersey"	"34"	"2008"	"2008"	429	8711090	4.9
	"New Jersey"	"34"	"2009"	"2009"	411	8755602	4.7
	"New Jersey"	"34"	"2010"	"2010"	456	8791894	5.2
	"New Jersey"	"34"	"2011"	"2011"	482	8841243	5.5
	"New Jersey"	"34"	"2012"	"2012"	444	8873211	5.0
	"New Jersey"	"34"	"2013"	"2013"	506	8899162	5.7
	"New Jersey"	"34"	"2014"	"2014"	468	8925001	5.2
	"New Jersey"	"34"	"2015"	"2015"	475	8935421	5.3
	"New Jersey"	"34"	"2016"	"2016"	485	8944469	5.4
"Total"	"New Jersey"	"34"			7932	156723850	5.1
	"New Mexico"	"35"	"1999"	"1999"	290	1808082	16.0
	"New Mexico"	"35"	"2000"	"2000"	291	1819046	16.0
	"New Mexico"	"35"	"2001"	"2001"	274	1831690	15.0
	"New Mexico"	"35"	"2002"	"2002"	304	1855309	16.4
	"New Mexico"	"35"	"2003"	"2003"	326	1877574	17.4
	"New Mexico"	"35"	"2004"	"2004"	289	1903808	15.2
	"New Mexico"	"35"	"2005"	"2005"	267	1932274	13.8
	"New Mexico"	"35"	"2006"	"2006"	283	1962137	14.4
	"New Mexico"	"35"	"2007"	"2007"	295	1990070	14.8
	"New Mexico"	"35"	"2008"	"2008"	294	2010662	14.6
	"New Mexico"	"35"	"2009"	"2009"	299	2036802	14.7
	"New Mexico"	"35"	"2010"	"2010"	301	2059179	14.6
	"New Mexico"	"35"	"2011"	"2011"	306	2077756	14.7
	"New Mexico"	"35"	"2012"	"2012"	323	2083784	15.5
	"New Mexico"	"35"	"2013"	"2013"	326	2085193	15.6
	"New Mexico"	"35"	"2014"	"2014"	340	2083024	16.3
	"New Mexico"	"35"	"2015"	"2015"	390	2080328	18.7
	"New Mexico"	"35"	"2016"	"2016"	383	2081015	18.4
"Total"	"New Mexico"	"35"			5581	35577733	15.7
	"New York"	"36"	"1999"	"1999"	1016	18882725	5.4
	"New York"	"36"	"2000"	"2000"	1093	18976457	5.8
	"New York"	"36"	"2001"	"2001"	1068	19082838	5.6
	"New York"	"36"	"2002"	"2002"	994	19137800	5.2
	"New York"	"36"	"2003"	"2003"	1034	19175939	5.4
	"New York"	"36"	"2004"	"2004"	951	19171567	5.0
	"New York"	"36"	"2005"	"2005"	1019	19132610	5.3
	"New York"	"36"	"2006"	"2006"	1002	19104631	5.2
	"New York"	"36"	"2007"	"2007"	985	19132335	5.1
	"New York"	"36"	"2008"	"2008"	963	19212436	5.0
	"New York"	"36"	"2009"	"2009"	958	19307066	5.0
	"New York"	"36"	"2010"	"2010"	1011	19378102	5.2
	"New York"	"36"	"2011"	"2011"	997	19519529	5.1
	"New York"	"36"	"2012"	"2012"	977	19602769	5.0
	"New York"	"36"	"2013"	"2013"	863	19673546	4.4
	"New York"	"36"	"2014"	"2014"	875	19718515	4.4
	"New York"	"36"	"2015"	"2015"	849	19747183	4.3
	"New York"	"36"	"2016"	"2016"	900	19745289	4.6
"Total"	"New York"	"36"			17555	347701337	5.0
	"North Carolina"	"37"	"1999"	"1999"	1057	7949361	13.3
	"North Carolina"	"37"	"2000"	"2000"	1113	8049313	13.8
	"North Carolina"	"37"	"2001"	"2001"	1093	8210122	13.3
	"North Carolina"	"37"	"2002"	"2002"	1136	8326201	13.6
	"North Carolina"	"37"	"2003"	"2003"	1055	8422501	12.5
	"North Carolina"	"37"	"2004"	"2004"	1055	8553152	12.3
	"North Carolina"	"37"	"2005"	"2005"	1119	8705407	12.9
	"North Carolina"	"37"	"2006"	"2006"	1133	8917270	12.7
	"North Carolina"	"37"	"2007"	"2007"	1116	9118037	12.2
	"North Carolina"	"37"	"2008"	"2008"	1160	9309449	12.5
	"North Carolina"	"37"	"2009"	"2009"	1112	9449566	11.8
	"North Carolina"	"37"	"2010"	"2010"	1123	9535483	11.8
	"North Carolina"	"37"	"2011"	"2011"	1154	9650963	12.0
	"North Carolina"	"37"	"2012"	"2012"	1175	9746175	12.1
	"North Carolina"	"37"	"2013"	"2013"	1223	9841590	12.4
	"North Carolina"	"37"	"2014"	"2014"	1206	9934399	12.1
	"North Carolina"	"37"	"2015"	"2015"	1289	10035186	12.8
	"North Carolina"	"37"	"2016"	"2016"	1409	10146788	13.9
"Total"	"North Carolina"	"37"			20728	163900963	12.6
	"North Dakota"	"38"	"1999"	"1999"	49	644259	7.6
	"North Dakota"	"38"	"2000"	"2000"	43	642200	6.7
	"North Dakota"	"38"	"2001"	"2001"	47	639062	7.4
	"North Dakota"	"38"	"2002"	"2002"	58	638168	9.1
	"North Dakota"	"38"	"2003"	"2003"	58	638817	9.1
	"North Dakota"	"38"	"2004"	"2004"	50	644705	7.8
	"North Dakota"	"38"	"2005"	"2005"	61	646089	9.4
	"North Dakota"	"38"	"2006"	"2006"	46	649422	7.1
	"North Dakota"	"38"	"2007"	"2007"	57	652822	8.7
	"North Dakota"	"38"	"2008"	"2008"	59	657569	9.0
	"North Dakota"	"38"	"2009"	"2009"	59	664968	8.9
	"North Dakota"	"38"	"2010"	"2010"	65	672591	9.7
	"North Dakota"	"38"	"2011"	"2011"	61	685476	8.9
	"North Dakota"	"38"	"2012"	"2012"	73	702087	10.4
	"North Dakota"	"38"	"2013"	"2013"	86	724019	11.9
	"North Dakota"	"38"	"2014"	"2014"	96	739904	13.0
	"North Dakota"	"38"	"2015"	"2015"	92	756835	12.2
	"North Dakota"	"38"	"2016"	"2016"	90	757952	11.9
"Total"	"North Dakota"	"38"			1150	12156945	9.5
	"Ohio"	"39"	"1999"	"1999"	939	11335454	8.3
	"Ohio"	"39"	"2000"	"2000"	890	11353140	7.8
	"Ohio"	"39"	"2001"	"2001"	1029	11387404	9.0
	"Ohio"	"39"	"2002"	"2002"	1069	11407889	9.4
	"Ohio"	"39"	"2003"	"2003"	934	11434788	8.2
	"Ohio"	"39"	"2004"	"2004"	1036	11452251	9.0
	"Ohio"	"39"	"2005"	"2005"	1116	11463320	9.7
	"Ohio"	"39"	"2006"	"2006"	1114	11481213	9.7
	"Ohio"	"39"	"2007"	"2007"	1105	11500468	9.6
	"Ohio"	"39"	"2008"	"2008"	1115	11515391	9.7
	"Ohio"	"39"	"2009"	"2009"	991	11528896	8.6
	"Ohio"	"39"	"2010"	"2010"	1148	11536504	10.0
	"Ohio"	"39"	"2011"	"2011"	1227	11544824	10.6
	"Ohio"	"39"	"2012"	"2012"	1263	11550839	10.9
	"Ohio"	"39"	"2013"	"2013"	1289	11570022	11.1
	"Ohio"	"39"	"2014"	"2014"	1211	11594408	10.4
	"Ohio"	"39"	"2015"	"2015"	1397	11605090	12.0
	"Ohio"	"39"	"2016"	"2016"	1524	11614373	13.1
"Total"	"Ohio"	"39"			20397	206876274	9.9
	"Oklahoma"	"40"	"1999"	"1999"	509	3437147	14.8
	"Oklahoma"	"40"	"2000"	"2000"	454	3450654	13.2
	"Oklahoma"	"40"	"2001"	"2001"	489	3467100	14.1
	"Oklahoma"	"40"	"2002"	"2002"	452	3489080	13.0
	"Oklahoma"	"40"	"2003"	"2003"	449	3504892	12.8
	"Oklahoma"	"40"	"2004"	"2004"	457	3525233	13.0
	"Oklahoma"	"40"	"2005"	"2005"	468	3548597	13.2
	"Oklahoma"	"40"	"2006"	"2006"	482	3594090	13.4
	"Oklahoma"	"40"	"2007"	"2007"	482	3634349	13.3
	"Oklahoma"	"40"	"2008"	"2008"	513	3668976	14.0
	"Oklahoma"	"40"	"2009"	"2009"	533	3717572	14.3
	"Oklahoma"	"40"	"2010"	"2010"	538	3751351	14.3
	"Oklahoma"	"40"	"2011"	"2011"	628	3786274	16.6
	"Oklahoma"	"40"	"2012"	"2012"	619	3817054	16.2
	"Oklahoma"	"40"	"2013"	"2013"	632	3852415	16.4
	"Oklahoma"	"40"	"2014"	"2014"	611	3877499	15.8
	"Oklahoma"	"40"	"2015"	"2015"	706	3907414	18.1
	"Oklahoma"	"40"	"2016"	"2016"	766	3923561	19.5
"Total"	"Oklahoma"	"40"			9788	65953258	14.8
	"Oregon"	"41"	"1999"	"1999"	389	3393941	11.5
	"Oregon"	"41"	"2000"	"2000"	378	3421399	11.0
	"Oregon"	"41"	"2001"	"2001"	358	3467937	10.3
	"Oregon"	"41"	"2002"	"2002"	374	3513424	10.6
	"Oregon"	"41"	"2003"	"2003"	395	3547376	11.1
	"Oregon"	"41"	"2004"	"2004"	385	3569463	10.8
	"Oregon"	"41"	"2005"	"2005"	402	3613202	11.1
	"Oregon"	"41"	"2006"	"2006"	384	3670883	10.5
	"Oregon"	"41"	"2007"	"2007"	387	3722417	10.4
	"Oregon"	"41"	"2008"	"2008"	385	3768748	10.2
	"Oregon"	"41"	"2009"	"2009"	417	3808600	10.9
	"Oregon"	"41"	"2010"	"2010"	458	3831074	12.0
	"Oregon"	"41"	"2011"	"2011"	420	3868031	10.9
	"Oregon"	"41"	"2012"	"2012"	443	3899116	11.4
	"Oregon"	"41"	"2013"	"2013"	462	3925751	11.8
	"Oregon"	"41"	"2014"	"2014"	497	3968371	12.5
	"Oregon"	"41"	"2015"	"2015"	486	4024634	12.1
	"Oregon"	"41"	"2016"	"2016"	513	4093465	12.5
"Total"	"Oregon"	"41"			7533	67107832	11.2
	"Pennsylvania"	"42"	"1999"	"1999"	1190	12263805	9.7
	"Pennsylvania"	"42"	"2000"	"2000"	1256	12281054	10.2
	"Pennsylvania"	"42"	"2001"	"2001"	1172	12298970	9.5
	"Pennsylvania"	"42"	"2002"	"2002"	1220	12331031	9.9
	"Pennsylvania"	"42"	"2003"	"2003"	1230	12374658	9.9
	"Pennsylvania"	"42"	"2004"	"2004"	1270	12410722	10.2
	"Pennsylvania"	"42"	"2005"	"2005"	1352	12449990	10.9
	"Pennsylvania"	"42"	"2006"	"2006"	1371	12510809	11.0
	"Pennsylvania"	"42"	"2007"	"2007"	1325	12563937	10.5
	"Pennsylvania"	"42"	"2008"	"2008"	1345	12612285	10.7
	"Pennsylvania"	"42"	"2009"	"2009"	1349	12666858	10.6
	"Pennsylvania"	"42"	"2010"	"2010"	1307	12702379	10.3
	"Pennsylvania"	"42"	"2011"	"2011"	1438	12744293	11.3
	"Pennsylvania"	"42"	"2012"	"2012"	1453	12771854	11.4
	"Pennsylvania"	"42"	"2013"	"2013"	1451	12781338	11.4
	"Pennsylvania"	"42"	"2014"	"2014"	1390	12790565	10.9
	"Pennsylvania"	"42"	"2015"	"2015"	1485	12791904	11.6
	"Pennsylvania"	"42"	"2016"	"2016"	1555	12784227	12.2
"Total"	"Pennsylvania"	"42"			24159	226130679	10.7
	"Rhode Island"	"44"	"1999"	"1999"	56	1040402	5.4
	"Rhode Island"	"44"	"2000"	"2000"	54	1048319	5.2
	"Rhode Island"	"44"	"2001"	"2001"	46	1057142	4.4
	"Rhode Island"	"44"	"2002"	"2002"	55	1065995	5.2
	"Rhode Island"	"44"	"2003"	"2003"	35	1071342	3.3
	"Rhode Island"	"44"	"2004"	"2004"	41	1074579	3.8
	"Rhode Island"	"44"	"2005"	"2005"	39	1067916	3.7
	"Rhode Island"	"44"	"2006"	"2006"	47	1063096	4.4
	"Rhode Island"	"44"	"2007"	"2007"	37	1057315	3.5
	"Rhode Island"	"44"	"2008"	"2008"	44	1055003	4.2
	"Rhode Island"	"44"	"2009"	"2009"	56	1053646	5.3
	"Rhode Island"	"44"	"2010"	"2010"	49	1052567	4.7
	"Rhode Island"	"44"	"2011"	"2011"	33	1052451	3.1
	"Rhode Island"	"44"	"2012"	"2012"	42	1052901	4.0
	"Rhode Island"	"44"	"2013"	"2013"	56	1053033	5.3
	"Rhode Island"	"44"	"2014"	"2014"	34	1054480	3.2
	"Rhode Island"	"44"	"2015"	"2015"	51	1055607	4.8
	"Rhode Island"	"44"	"2016"	"2016"	49	1056426	4.6
"Total"	"Rhode Island"	"44"			824	19032220	4.3
	"South Carolina"	"45"	"1999"	"1999"	552	3974682	13.9
	"South Carolina"	"45"	"2000"	"2000"	499	4012012	12.4
	"South Carolina"	"45"	"2001"	"2001"	564	4064995	13.9
	"South Carolina"	"45"	"2002"	"2002"	566	4107795	13.8
	"South Carolina"	"45"	"2003"	"2003"	593	4150297	14.3
	"South Carolina"	"45"	"2004"	"2004"	574	4210921	13.6
	"South Carolina"	"45"	"2005"	"2005"	589	4270150	13.8
	"South Carolina"	"45"	"2006"	"2006"	616	4357847	14.1
	"South Carolina"	"45"	"2007"	"2007"	592	4444110	13.3
	"South Carolina"	"45"	"2008"	"2008"	615	4528996	13.6
	"South Carolina"	"45"	"2009"	"2009"	634	4589872	13.8
	"South Carolina"	"45"	"2010"	"2010"	648	4625364	14.0
	"South Carolina"	"45"	"2011"	"2011"	705	4672637	15.1
	"South Carolina"	"45"	"2012"	"2012"	743	4720760	15.7
	"South Carolina"	"45"	"2013"	"2013"	745	4767894	15.6
	"South Carolina"	"45"	"2014"	"2014"	767	4828430	15.9
	"South Carolina"	"45"	"2015"	"2015"	850	4894834	17.4
	"South Carolina"	"45"	"2016"	"2016"	891	4961119	18.0
"Total"	"South Carolina"	"45"			11743	80182715	14.6
	"South Dakota"	"46"	"1999"	"1999"	73	750412	9.7
	"South Dakota"	"46"	"2000"	"2000"	56	754844	7.4
	"South Dakota"	"46"	"2001"	"2001"	54	757972	7.1
	"South Dakota"	"46"	"2002"	"2002"	61	760020	8.0
	"South Dakota"	"46"	"2003"	"2003"	76	763729	10.0
	"South Dakota"	"46"	"2004"	"2004"	77	770396	10.0
	"South Dakota"	"46"	"2005"	"2005"	82	775493	10.6
	"South Dakota"	"46"	"2006"	"2006"	77	783033	9.8
	"South Dakota"	"46"	"2007"	"2007"	52	791623	6.6
	"South Dakota"	"46"	"2008"	"2008"	83	799124	10.4
	"South Dakota"	"46"	"2009"	"2009"	75	807067	9.3
	"South Dakota"	"46"	"2010"	"2010"	75	814180	9.2
	"South Dakota"	"46"	"2011"	"2011"	71	824398	8.6
	"South Dakota"	"46"	"2012"	"2012"	84	834441	10.1
	"South Dakota"	"46"	"2013"	"2013"	80	844922	9.5
	"South Dakota"	"46"	"2014"	"2014"	89	852561	10.4
	"South Dakota"	"46"	"2015"	"2015"	96	857919	11.2
	"South Dakota"	"46"	"2016"	"2016"	108	865454	12.5
"Total"	"South Dakota"	"46"			1369	14407588	9.5
	"Tennessee"	"47"	"1999"	"1999"	848	5638706	15.0
	"Tennessee"	"47"	"2000"	"2000"	898	5689283	15.8
	"Tennessee"	"47"	"2001"	"2001"	845	5750789	14.7
	"Tennessee"	"47"	"2002"	"2002"	905	5795918	15.6
	"Tennessee"	"47"	"2003"	"2003"	837	5847812	14.3
	"Tennessee"	"47"	"2004"	"2004"	869	5910809	14.7
	"Tennessee"	"47"	"2005"	"2005"	976	5991057	16.3
	"Tennessee"	"47"	"2006"	"2006"	943	6088766	15.5
	"Tennessee"	"47"	"2007"	"2007"	924	6175727	15.0
	"Tennessee"	"47"	"2008"	"2008"	985	6247411	15.8
	"Tennessee"	"47"	"2009"	"2009"	966	6306019	15.3
	"Tennessee"	"47"	"2010"	"2010"	932	6346105	14.7
	"Tennessee"	"47"	"2011"	"2011"	948	6397634	14.8
	"Tennessee"	"47"	"2012"	"2012"	995	6454306	15.4
	"Tennessee"	"47"	"2013"	"2013"	1030	6494821	15.9
	"Tennessee"	"47"	"2014"	"2014"	1016	6544663	15.5
	"Tennessee"	"47"	"2015"	"2015"	1075	6595056	16.3
	"Tennessee"	"47"	"2016"	"2016"	1148	6651194	17.3
"Total"	"Tennessee"	"47"			17140	110926076	15.5
	"Texas"	"48"	"1999"	"1999"	2117	20558220	10.3
	"Texas"	"48"	"2000"	"2000"	2168	20851820	10.4
	"Texas"	"48"	"2001"	"2001"	2350	21319622	11.0
	"Texas"	"48"	"2002"	"2002"	2301	21690325	10.6
	"Texas"	"48"	"2003"	"2003"	2432	22030931	11.0
	"Texas"	"48"	"2004"	"2004"	2342	22394023	10.5
	"Texas"	"48"	"2005"	"2005"	2490	22778123	10.9
	"Texas"	"48"	"2006"	"2006"	2422	23359580	10.4
	"Texas"	"48"	"2007"	"2007"	2561	23831983	10.7
	"Texas"	"48"	"2008"	"2008"	2598	24309039	10.7
	"Texas"	"48"	"2009"	"2009"	2691	24801761	10.9
	"Texas"	"48"	"2010"	"2010"	2714	25145561	10.8
	"Texas"	"48"	"2011"	"2011"	2599	25646389	10.1
	"Texas"	"48"	"2012"	"2012"	2743	26071655	10.5
	"Texas"	"48"	"2013"	"2013"	2778	26473525	10.5
	"Texas"	"48"	"2014"	"2014"	2848	26944751	10.6
	"Texas"	"48"	"2015"	"2015"	3203	27429639	11.7
	"Texas"	"48"	"2016"	"2016"	3353	27862596	12.0
"Total"	"Texas"	"48"			46710	433499543	10.8
	"Utah"	"49"	"1999"	"1999"	192	2203482	8.7
	"Utah"	"49"	"2000"	"2000"	193	2233169	8.6
	"Utah"	"49"	"2001"	"2001"	229	2283715	10.0
	"Utah"	"49"	"2002"	"2002"	207	2324815	8.9
	"Utah"	"49"	"2003"	"2003"	230	2360137	9.7
	"Utah"	"49"	"2004"	"2004"	225	2401580	9.4
	"Utah"	"49"	"2005"	"2005"	227	2457719	9.2
	"Utah"	"49"	"2006"	"2006"	224	2525507	8.9
	"Utah"	"49"	"2007"	"2007"	253	2597746	9.7
	"Utah"	"49"	"2008"	"2008"	238	2663029	8.9
	"Utah"	"49"	"2009"	"2009"	260	2723421	9.5
	"Utah"	"49"	"2010"	"2010"	314	2763885	11.4
	"Utah"	"49"	"2011"	"2011"	308	2816124	10.9
	"Utah"	"49"	"2012"	"2012"	324	2855782	11.3
	"Utah"	"49"	"2013"	"2013"	339	2902663	11.7
	"Utah"	"49"	"2014"	"2014"	337	2941836	11.5
	"Utah"	"49"	"2015"	"2015"	367	2990632	12.3
	"Utah"	"49"	"2016"	"2016"	370	3051217	12.1
"Total"	"Utah"	"49"			4837	47096459	10.3
	"Vermont"	"50"	"1999"	"1999"	57	604683	9.4
	"Vermont"	"50"	"2000"	"2000"	55	608827	9.0
	"Vermont"	"50"	"2001"	"2001"	51	612223	8.3
	"Vermont"	"50"	"2002"	"2002"	62	615442	10.1
	"Vermont"	"50"	"2003"	"2003"	48	617858	7.8
	"Vermont"	"50"	"2004"	"2004"	61	619920	9.8
	"Vermont"	"50"	"2005"	"2005"	44	621215	7.1
	"Vermont"	"50"	"2006"	"2006"	54	622892	8.7
	"Vermont"	"50"	"2007"	"2007"	52	623481	8.3
